Carrier Code,Flight Number,Departure Airport,Arrival Airport,Scheduled Departure Date,Aircraft Type,Estimated FuelBurn(T),Estimated co2 (T)
XH,9962,ATL,EGE,3/20/2024,75W,11.246,35.538
XH,7902,YYZ,YEG,3/20/2024,7S8,10.234,32.341
XH,9687,LGA,SRQ,3/12/2024,221,3.953,12.491
XH,898,ATL,MEM,3/29/2024,73J,2.626,8.297
XH,9696,PNS,ATL,3/16/2024,73J,2.265,7.155
XH,7952,ATL,DHN,3/15/2024,CR7,1.143,3.611
XH,769,ATL,PBI,3/1/2024,32B,4.671,14.759
XH,777,RSW,ATL,3/6/2024,73J,3.556,11.238
XH,2989,GSO,ATL,3/11/2024,73J,2.504,7.915
XH,9076,ICN,DAD,3/26/2024,333,28.359,89.613
XH,2299,SEA,LAS,3/8/2024,73J,5.053,15.968
XH,9727,BRU,AMS,3/10/2024,E7W,0.772,2.441
XH,7799,JFK,TLV,3/31/2024,789,49.718,157.11
XH,2609,BWI,DTW,3/23/2024,73J,2.995,9.466
XH,9599,AMS,CPT,3/24/2024,77W,88.964,281.128
XH,850,MSP,DEN,3/1/2024,73J,4.299,13.587
XH,2689,MSN,ATL,3/23/2024,717,3.665,11.582
XH,5670,BOS,CVG,3/4/2024,E75,2.79,8.817
XH,5079,ATL,SGF,3/26/2024,CR9,2.509,7.93
XH,2996,ATL,CLT,3/8/2024,717,1.762,5.567
XH,9997,MSP,SLC,3/24/2024,73J,6.663,21.054
XH,9969,JFK,SJU,3/17/2024,73J,8.747,27.642
XH,6757,MAD,OPO,3/21/2024,73H,2.345,7.409
XH,2597,LAX,LAS,3/26/2024,73H,2.313,7.307
XH,7268,YYZ,YYC,3/1/2024,73W,11.122,35.144
XH,8709,NAP,CDG,3/28/2024,E90,4.38,13.841
XH,9698,AMS,GVA,3/21/2024,E90,2.202,6.956
XH,8089,CME,MEX,3/28/2024,E90,2.855,9.021
XH,9729,MSP,PDX,3/19/2024,73J,8.322,26.297
XH,5290,JFK,ROC,3/19/2024,CR9,1.891,5.977
XH,9699,JFK,MCO,3/2/2024,32B,7.601,24.021
XH,2067,MSN,ATL,3/19/2024,717,3.56,11.251
XH,27,ATL,ICN,3/26/2024,359,70.903,224.053
XH,6759,CTU,PVG,3/6/2024,320,5.689,17.978
XH,7926,STL,LGA,3/29/2024,CR9,3.233,10.217
XH,6009,BAQ,BOG,3/11/2024,320,3.036,9.592
XH,9029,DEL,ICN,3/14/2024,332,39.206,123.891
XH,9700,SEA,SFO,3/12/2024,E7W,3.042,9.613
XH,8552,CDG,SFO,3/27/2024,77W,91.772,290
XH,9206,TLS,AMS,3/25/2024,E90,3.3,10.427
XH,5258,RDU,JFK,3/16/2024,CR9,1.979,6.252
XH,9602,LAS,SLC,3/3/2024,320,2.698,8.523
XH,2990,HPN,PBI,3/16/2024,717,5.416,17.113
XH,2669,PHL,ATL,3/7/2024,32B,5.467,17.275
XH,5922,TYS,DTW,3/7/2024,CR9,2.214,6.998
XH,5027,CHS,LGA,3/9/2024,CR9,2.428,7.671
XH,9789,SFO,LAX,3/1/2024,319,2.292,7.243
XH,2796,ATL,MYR,3/12/2024,717,1.935,6.115
XH,9966,MSP,MEM,3/24/2024,717,3.41,10.777
XH,9597,LUX,AMS,3/26/2024,E7W,1.403,4.434
XH,9799,SLC,MSP,3/17/2024,73J,5.914,18.688
XH,9097,ATL,RDU,3/27/2024,752,3.653,11.544
XH,9206,TLS,AMS,3/13/2024,E90,3.644,11.514
XH,9929,LAX,RNO,3/15/2024,E7W,1.984,6.272
XH,2972,ATL,IND,3/29/2024,73J,3.186,10.068
XH,5076,CVG,MSP,3/18/2024,CR9,2.843,8.985
XH,990,SEA,HNL,3/8/2024,76W,30.989,97.926
XH,6759,MAD,LCG,3/30/2024,73H,2.717,8.586
XH,8775,CDG,JFK,3/21/2024,77W,65.287,206.306
XH,2077,ROC,ATL,3/12/2024,320,4.538,14.34
XH,8908,MEX,DFW,3/16/2024,E90,5.486,17.336
XH,2665,SYR,DTW,3/17/2024,319,2.716,8.581
XH,798,SAN,JFK,3/3/2024,32Q,11.317,35.763
XH,2557,BDL,ATL,3/9/2024,73H,6.363,20.108
XH,6997,YYC,YLW,3/10/2024,73H,2.251,7.113
XH,2676,RDU,ATL,3/16/2024,75W,4.181,13.213
XH,9585,AMS,NBO,3/26/2024,77W,64.522,203.888
XH,2098,MKE,ATL,3/27/2024,752,6.002,18.966
XH,979,RDU,LAS,3/15/2024,73J,11.668,36.871
XH,927,BOS,LIS,3/13/2024,76W,30.704,97.025
XH,679,SLC,CUN,3/28/2024,73J,11.125,35.157
XH,996,LGA,ATL,3/13/2024,32B,5.897,18.635
XH,9099,TPA,ATL,3/13/2024,75W,4.272,13.499
XH,955,DUB,BOS,3/13/2024,76W,31.89,100.773
XH,899,BNA,LAX,3/9/2024,73J,10.623,33.571
XH,8070,BJX,MEX,3/25/2024,7M9,1.669,5.272
XH,2268,SLC,DEN,3/13/2024,73H,2.894,9.145
XH,6977,YYC,FLL,3/30/2024,7S8,12.133,38.342
XH,8797,FIH,CDG,3/29/2024,359,36.723,116.044
XH,2697,RDU,ATL,3/29/2024,75W,3.872,12.234
XH,659,ATL,SLC,3/15/2024,32B,10.999,34.758
XH,9759,OMA,SLC,3/26/2024,E7W,3.503,11.073
XH,9980,MSP,TPA,3/24/2024,75T,10.824,34.202
XH,9206,TLS,AMS,3/1/2024,295,3.038,9.601
XH,9975,ATL,SYR,3/1/2024,319,4.131,13.053
XH,8929,NUE,CDG,3/21/2024,E70,1.701,5.376
XH,876,BHM,ATL,3/5/2024,73J,1.668,5.272
XH,2757,IND,MSP,3/23/2024,73J,3.914,12.366
XH,8089,MEX,MTY,3/8/2024,7M9,2.676,8.454
XH,9290,FLL,JFK,3/24/2024,32B,8.069,25.499
XH,9020,HKG,ICN,3/22/2024,223,5.069,16.017
XH,9969,AMS,SOU,3/7/2024,E90,1.875,5.925
XH,699,JFK,SEA,3/21/2024,32Q,14.388,45.469
XH,7698,ICN,KIX,3/22/2024,333,9.138,28.876
XH,956,DTW,LGA,3/16/2024,320,3.387,10.704
XH,9999,DTW,BNA,3/1/2024,320,3.402,10.752
XH,9789,LBA,AMS,3/13/2024,E90,1.789,5.655
XH,997,SLC,ATL,3/27/2024,32B,9.721,30.72
XH,8067,CUN,MEX,3/27/2024,7M8,4.442,14.035
XH,9797,PBI,ATL,3/18/2024,32B,4.466,14.113
XH,9879,KIN,ATL,3/3/2024,73H,7.277,22.995
XH,2529,CLE,ATL,3/19/2024,320,3.349,10.583
XH,6080,BOG,MIA,3/19/2024,320,8.619,27.237
XH,2529,ATL,CLE,3/31/2024,320,3.578,11.309
XH,6709,CAG,FCO,3/7/2024,320,2.188,6.913
XH,6759,PVG,CSX,3/10/2024,320,4.086,12.91
XH,7557,DAR,NBO,3/6/2024,E90,2.332,7.371
XH,952,SEA,IAD,3/21/2024,223,6.528,20.628
XH,9889,SJC,LAX,3/12/2024,E7W,1.675,5.293
XH,2629,ATL,ILM,3/23/2024,717,2.596,8.204
XH,5729,MSP,DSM,3/6/2024,CR9,1.361,4.3
XH,800,DEN,ATL,3/26/2024,32Q,5.711,18.048
XH,6989,YVR,YLW,3/20/2024,7M8,1.432,4.525
XH,9795,MSP,FSD,3/10/2024,E7W,1.233,3.896
XH,5967,ATL,CAE,3/30/2024,CR9,1.292,4.083
XH,5729,YYZ,LGA,3/28/2024,CR9,2.249,7.106
XH,9587,AMS,INV,3/13/2024,E7W,2.325,7.344
XH,689,ORD,SEA,3/28/2024,223,6.077,19.205
XH,9729,MCO,RDU,3/27/2024,320,3.83,12.104
XH,2989,ATL,MSP,3/27/2024,73J,5.619,17.757
XH,2079,ATL,TUL,3/8/2024,717,4.019,12.7
XH,9725,TPA,ATL,3/10/2024,752,4.236,13.385
XH,26,ICN,ATL,3/2/2024,359,64.797,204.759
XH,9797,ATL,RIC,3/3/2024,75W,4.072,12.866
XH,6579,HRB,PVG,3/27/2024,73H,7.021,22.188
XH,7092,LAX,SMF,3/15/2024,E7W,2.002,6.324
XH,2998,ATL,ORF,3/19/2024,75W,4.017,12.693
XH,8769,CDG,MAD,3/24/2024,320,4.164,13.16
XH,9667,CHS,ATL,3/20/2024,73J,2.352,7.433
XH,9259,ATL,TUS,3/25/2024,32B,12.689,40.098
XH,7277,SLC,CDC,3/31/2024,CR9,1.254,3.961
XH,2592,SLC,PDX,3/22/2024,320,4.113,12.998
XH,9006,MID,ATL,3/31/2024,E90,4.703,14.861
XH,877,LAX,AUS,3/14/2024,320,6.012,18.997
XH,2555,ATL,GPT,3/8/2024,717,2.3,7.267
XH,290,JFK,FCO,3/14/2024,333,48.647,153.723
XH,7927,GTR,ATL,3/3/2024,CR9,1.506,4.76
XH,8570,NBO,CDG,3/29/2024,789,42.491,134.273
XH,2978,SYR,DTW,3/7/2024,319,2.559,8.088
XH,2929,MSY,DTW,3/8/2024,32B,6.235,19.702
XH,9582,ATL,FLL,3/17/2024,75W,5.783,18.276
XH,9527,NCL,AMS,3/5/2024,295,2.046,6.465
XH,6296,CUZ,LIM,3/8/2024,319,2.755,8.706
XH,899,MSP,DCA,3/20/2024,319,4.459,14.087
XH,9587,AMS,LOS,3/5/2024,333,38.243,120.849
XH,2507,ATL,TLH,3/15/2024,717,1.597,5.046
XH,6670,FCO,PMO,3/24/2024,320,2.046,6.467
XH,9987,GRZ,AMS,3/3/2024,E7W,2.479,7.832
XH,8079,MEX,CUN,3/15/2024,7M9,4.312,13.625
XH,9090,MEX,ZLO,3/25/2024,E90,2.288,7.231
XH,965,DEN,JFK,3/23/2024,73J,8.63,27.269
XH,5002,MSP,YUL,3/16/2024,CR9,3.379,10.679
XH,9708,MIA,DCA,3/23/2024,73J,6.032,19.06
XH,9225,AMS,LAX,3/6/2024,781,56.866,179.695
XH,67,FCO,ATL,3/4/2024,359,50.127,158.4
XH,7299,MSP,BJI,3/5/2024,CR7,1.246,3.939
XH,2027,SFO,SLC,3/8/2024,221,2.47,7.807
XH,7029,DTW,MBS,3/29/2024,CR9,0.993,3.139
XH,8082,MEX,AUS,3/24/2024,E90,3.985,12.593
XH,5555,MKE,LGA,3/17/2024,CR9,3.069,9.699
XH,2975,DTW,CMH,3/9/2024,717,1.49,4.709
XH,599,MEX,ATL,3/14/2024,73H,6.944,21.944
XH,2892,CMH,ATL,3/4/2024,73J,3.223,10.183
XH,9979,RDU,MCO,3/12/2024,320,3.635,11.488
XH,6808,HNL,LIH,3/7/2024,717,1.234,3.898
XH,5899,CLE,JFK,3/21/2024,E75,1.869,5.907
XH,2792,LAX,DAL,3/15/2024,319,8.017,25.336
XH,5269,DCA,RDU,3/30/2024,CR9,1.468,4.639
XH,8999,MEX,HUX,3/23/2024,73H,2.5,7.899
XH,9588,ATL,MIA,3/8/2024,75W,5.747,18.16
XH,9992,SEA,LAX,3/22/2024,73H,5.749,18.168
XH,2270,MSP,CMH,3/17/2024,73J,3.456,10.921
XH,2967,DTW,RDU,3/22/2024,717,3.252,10.277
XH,9607,AMS,MAD,3/5/2024,73H,5.084,16.063
XH,9095,CHO,ATL,3/11/2024,717,2.656,8.392
XH,9767,AMS,MAN,3/19/2024,73H,2.373,7.498
XH,9097,BNA,BOS,3/3/2024,221,3.404,10.756
XH,999,FCO,BOS,3/26/2024,339,45.855,144.9
XH,6698,FCO,LIN,3/20/2024,32N,1.718,5.427
XH,9827,LAX,LIR,3/25/2024,73J,14.407,45.527
XH,589,AUA,ATL,3/21/2024,73J,10.746,33.958
XH,9969,SJC,LAX,3/29/2024,E7W,1.754,5.541
XH,9707,GDN,AMS,3/4/2024,E90,3.123,9.869
XH,209,ATH,JFK,3/16/2024,339,52.901,167.166
XH,2870,ATL,AVL,3/18/2024,717,1.263,3.99
XH,7979,DTW,LEX,3/7/2024,CR9,1.639,5.18
XH,6799,MAD,PMI,3/27/2024,73H,2.389,7.549
XH,8077,VSA,MEX,3/24/2024,7S8,3.284,10.379
XH,2727,ATL,RIC,3/5/2024,75W,4.199,13.269
XH,799,SMF,SLC,3/3/2024,223,2.158,6.818
XH,8286,CDG,DUB,3/10/2024,223,1.97,6.224
XH,8679,NAP,CDG,3/7/2024,E90,4.239,13.396
XH,560,SAN,ATL,3/15/2024,752,12.339,38.992
XH,7992,KUL,ICN,3/25/2024,789,30.049,94.957
XH,2099,ATL,DAB,3/19/2024,73J,2.729,8.625
XH,5097,LGA,SAV,3/12/2024,CR9,3.151,9.958
XH,25,CPT,ATL,3/6/2024,359,76.247,240.94
XH,7950,YWG,LAS,3/18/2024,7M8,6.564,20.742
XH,2277,DTW,MSN,3/2/2024,717,2.01,6.351
XH,9772,ATL,EYW,3/25/2024,319,3.697,11.682
XH,9289,MSN,ATL,3/6/2024,717,3.812,12.046
XH,752,MCI,SLC,3/11/2024,73H,5.999,18.955
XH,6975,LIM,POA,3/21/2024,32A,9.798,30.962
XH,2020,RDU,MSP,3/25/2024,319,5.7,18.013
XH,9927,DTW,RSW,3/30/2024,32B,7.053,22.287
XH,870,IAH,LAX,3/20/2024,221,5.111,16.149
XH,5699,CLT,BOS,3/16/2024,E75,2.551,8.06
XH,6927,PIU,LIM,3/14/2024,319,3.159,9.985
XH,697,DTW,LAX,3/22/2024,32B,13.717,43.346
XH,6959,YYC,YEG,3/28/2024,73W,1.443,4.563
XH,5709,CLT,LGA,3/29/2024,E75,2.111,6.669
XH,2799,MSP,BOI,3/15/2024,73J,6.381,20.165
XH,9779,MSP,FAR,3/22/2024,E7W,1.371,4.334
XH,6299,GRU,SCL,3/23/2024,32B,11.847,37.437
XH,2990,VPS,ATL,3/26/2024,73J,2.265,7.157
XH,7097,ATL,YVR,3/27/2024,7S8,12.849,40.605
XH,7897,ICN,HKG,3/8/2024,77W,29.846,94.312
XH,6999,UDI,GRU,3/5/2024,320,2.667,8.428
XH,6997,YVR,YYC,3/27/2024,73W,2.592,8.191
XH,5929,TLH,ATL,3/13/2024,CR9,1.499,4.736
XH,9590,SEA,LAS,3/31/2024,32Q,4.468,14.12
XH,6295,LIM,SCL,3/3/2024,32A,8.164,25.796
XH,9609,DUB,AMS,3/6/2024,73H,3.166,10.006
XH,7579,LHR,NBO,3/30/2024,788,40.418,127.721
XH,8757,CDG,TLV,3/18/2024,359,19.343,61.124
XH,5977,ATL,SHV,3/27/2024,CR9,2.835,8.958
XH,2787,BHM,ATL,3/25/2024,319,1.542,4.873
XH,969,DTW,SAN,3/11/2024,73J,11.001,34.762
XH,9789,KRK,AMS,3/17/2024,E90,3.579,11.31
XH,9769,AMS,MAN,3/24/2024,E7W,1.745,5.515
XH,8757,BUD,CDG,3/2/2024,32A,4.87,15.389
XH,9680,PWM,DTW,3/19/2024,319,3.88,12.261
XH,5229,DCA,CVG,3/13/2024,CR9,2.066,6.529
XH,2999,MSP,ATL,3/26/2024,73J,5.893,18.622
XH,7029,DTW,LAN,3/27/2024,CR9,0.89,2.812
XH,9997,AMS,BLL,3/20/2024,E90,1.847,5.839
XH,9599,MCI,DTW,3/31/2024,717,3.315,10.474
XH,7959,LAX,MEX,3/12/2024,788,14.334,45.296
XH,9879,OMA,SLC,3/10/2024,E75,3.036,9.592
XH,777,ATL,SEA,3/28/2024,32Q,11.531,36.438
XH,777,ATL,RSW,3/18/2024,73J,3.657,11.556
XH,2928,ATL,JAX,3/19/2024,75W,3.016,9.53
XH,2929,ATL,SGF,3/10/2024,717,3.399,10.739
XH,798,BOS,CHS,3/23/2024,221,3.811,12.043
XH,9958,AMS,JFK,3/20/2024,772,53.845,170.149
XH,9772,ATL,EYW,3/18/2024,319,3.865,12.213
XH,9887,SEA,OGG,3/27/2024,76W,28.363,89.628
XH,9599,ATL,ABQ,3/18/2024,73J,8.513,26.902
XH,9092,MSP,SFO,3/31/2024,73J,9.981,31.539
XH,7079,PDX,SEA,3/25/2024,E7W,1.139,3.599
XH,8799,LJU,CDG,3/2/2024,E90,3.593,11.355
XH,9760,SEA,LAX,3/6/2024,73H,5.593,17.673
XH,9952,SLC,BNA,3/20/2024,7S8,7.178,22.684
XH,2888,LGA,BOS,3/9/2024,221,1.251,3.952
XH,9997,YUL,ATL,3/19/2024,717,4.95,15.641
XH,757,SEA,ATL,3/21/2024,32Q,10.039,31.724
XH,9795,LGA,SDF,3/13/2024,E7W,3.093,9.776
XH,2689,MEM,ATL,3/16/2024,73J,2.472,7.812
XH,9002,MEX,GUA,3/27/2024,7S8,4.068,12.853
XH,997,ATL,PSP,3/11/2024,32B,14.243,45.006
XH,7977,SAT,MEX,3/25/2024,E90,4.215,13.318
XH,6760,VGO,MAD,3/8/2024,73H,2.367,7.48
XH,8097,GUA,MEX,3/8/2024,7S8,4.267,13.482
XH,9578,MSP,PHX,3/13/2024,32B,10.087,31.873
XH,9969,AMS,YVR,3/13/2024,332,56.848,179.639
XH,9228,MIA,JFK,3/10/2024,32B,8.746,27.637
XH,2908,JFK,BOS,3/24/2024,223,1.538,4.861
XH,2778,SDF,ATL,3/18/2024,73J,2.668,8.432
XH,789,SEA,OGG,3/1/2024,32Q,13.466,42.552
XH,7992,MEX,MCO,3/2/2024,7M8,5.788,18.291
XH,772,MSP,SAT,3/9/2024,223,4.084,12.905
XH,8797,NCE,CDG,3/18/2024,E90,2.692,8.507
XH,7967,LGA,BNA,3/12/2024,CR9,3.38,10.682
XH,9278,EWR,MSP,3/30/2024,717,5.358,16.932
XH,9889,ATL,STT,3/5/2024,75W,10.901,34.446
XH,8699,LYS,CDG,3/31/2024,321,2.79,8.816
XH,6967,YYC,YQR,3/7/2024,7S8,3.041,9.61
XH,2507,ATL,TLH,3/27/2024,717,2.515,7.948
XH,9285,AMS,LCY,3/28/2024,E90,1.724,5.445
XH,9879,LAX,PHX,3/3/2024,E7W,1.85,5.847
XH,6099,GRU,FLN,3/23/2024,320,2.625,8.294
XH,8579,MAD,CDG,3/15/2024,321,5.278,16.679
XH,7075,LAX,OAK,3/1/2024,E7W,2.008,6.346
XH,296,HND,ATL,3/1/2024,359,60.411,190.898
XH,2982,ATL,SAV,3/4/2024,73J,2.048,6.473
XH,5829,JFK,BUF,3/20/2024,E75,1.855,5.862
XH,9262,AMS,STR,3/21/2024,E90,1.868,5.902
XH,679,LAX,BNA,3/27/2024,73H,8.902,28.131
XH,9969,SAT,LAX,3/19/2024,319,6.79,21.457
XH,2909,ATL,GSO,3/9/2024,717,1.74,5.5
XH,9697,ATL,TPA,3/14/2024,75W,4.09,12.924
XH,2790,ATL,OKC,3/9/2024,717,4.16,13.146
XH,7778,FNC,AMS,3/29/2024,73H,9.275,29.308
XH,9078,MEX,VER,3/26/2024,7S8,1.948,6.156
XH,770,LAX,DTW,3/2/2024,32Q,9.642,30.47
XH,9779,RNO,SLC,3/24/2024,73H,2.757,8.713
XH,906,AUS,DTW,3/12/2024,319,5.977,18.886
XH,5792,YYZ,JFK,3/19/2024,CR9,2.243,7.087
XH,2779,SLC,SFO,3/21/2024,223,2.932,9.266
XH,8900,GDL,MEX,3/11/2024,7M9,2.559,8.086
XH,787,PHX,DTW,3/18/2024,32B,11.354,35.879
XH,5769,BOS,LGA,3/21/2024,E75,1.61,5.086
XH,689,SAN,JFK,3/13/2024,32Q,10.943,34.578
XH,6725,GIG,GRU,3/16/2024,320,2.075,6.555
XH,9709,BGO,AMS,3/22/2024,73H,3.626,11.458
XH,986,DTW,LAS,3/8/2024,75T,14.845,46.91
XH,677,LAX,SEA,3/19/2024,73H,5.986,18.914
XH,7997,YYZ,YYC,3/8/2024,7M8,8.004,25.291
XH,7929,ORD,JFK,3/28/2024,E7W,3.071,9.702
XH,97,ATL,FRA,3/18/2024,332,48.189,152.276
XH,9706,BNA,DTW,3/14/2024,717,2.695,8.516
XH,9992,SLP,MEX,3/11/2024,E90,1.606,5.075
XH,2909,ATL,MSP,3/17/2024,73J,5.733,18.114
XH,86,DTW,FRA,3/23/2024,332,44.964,142.086
XH,6999,IQT,LIM,3/15/2024,32A,3.787,11.969
XH,7782,AMS,AGP,3/28/2024,32Q,6.642,20.988
XH,2609,DTW,LGA,3/13/2024,32B,3.943,12.459
XH,9779,MSP,RSW,3/20/2024,75T,10.896,34.43
XH,8726,CDG,CPH,3/5/2024,223,2.479,7.833
XH,2599,ATL,JAN,3/21/2024,717,2.282,7.21
XH,2988,MIA,RDU,3/9/2024,320,4.413,13.946
XH,9050,IAH,MSP,3/26/2024,221,4.249,13.426
XH,2096,ATL,GSO,3/8/2024,717,2.141,6.766
XH,9976,LAX,PHX,3/24/2024,E7W,1.863,5.887
XH,7590,AMS,INN,3/30/2024,73H,3.061,9.674
XH,6229,BOG,CTG,3/10/2024,32A,2.908,9.191
XH,6697,FCO,LIN,3/26/2024,32N,1.7,5.373
XH,6902,MDE,BOG,3/13/2024,320,1.597,5.048
XH,799,ATL,LAS,3/3/2024,32B,12.385,39.138
XH,9590,JAC,SLC,3/1/2024,319,1.783,5.635
XH,5079,DTW,PHL,3/6/2024,CR9,2.108,6.662
XH,9990,AMS,HEL,3/10/2024,73H,5.048,15.953
XH,9929,LAX,RNO,3/5/2024,E7W,2.003,6.329
XH,709,MSP,RDU,3/10/2024,717,4.403,13.914
XH,2579,FLL,MSP,3/15/2024,32B,10.831,34.227
XH,9257,AMS,OSL,3/22/2024,295,2.683,8.479
XH,9878,GSP,DTW,3/1/2024,CR9,2.431,7.683
XH,679,CUN,BOS,3/3/2024,73J,9.447,29.853
XH,828,MSP,DCA,3/3/2024,320,5.307,16.768
XH,6957,YQR,PHX,3/16/2024,73W,7.814,24.693
XH,9099,ATL,BDL,3/29/2024,73J,4.911,15.519
XH,8929,NUE,CDG,3/28/2024,E90,2.481,7.84
XH,9709,YYC,MSP,3/31/2024,320,5.457,17.241
XH,6279,LIM,SCL,3/4/2024,76W,17.354,54.839
XH,7886,ATL,ILM,3/7/2024,CR9,1.758,5.554
XH,2960,ATL,AVL,3/19/2024,717,1.304,4.122
XH,9769,SLC,LGB,3/7/2024,E7W,2.916,9.214
XH,9029,DEL,ICN,3/11/2024,332,37.185,117.504
XH,6799,CNF,GRU,3/27/2024,320,2.562,8.097
XH,227,BOS,CDG,3/16/2024,339,34.005,107.455
XH,7067,SEA,SFO,3/31/2024,E7W,2.76,8.721
XH,9777,AMS,NUE,3/23/2024,E90,2.083,6.581
XH,5959,HPN,ATL,3/27/2024,CR9,3.705,11.708
XH,7779,ICN,NRT,3/31/2024,333,11.955,37.779
XH,6559,CAN,PVG,3/13/2024,789,8.343,26.366
XH,7970,GDL,SFO,3/24/2024,7S8,10.326,32.629
XH,7079,SEA,PDX,3/26/2024,E7W,0.94,2.971
XH,962,MSP,AMS,3/6/2024,333,46.049,145.514
XH,9869,SDQ,JFK,3/28/2024,73J,9.011,28.477
XH,9708,EUG,SLC,3/12/2024,E7W,2.543,8.035
XH,2528,ATL,CMH,3/29/2024,73J,3.282,10.371
XH,2877,LAS,SEA,3/28/2024,73H,5.855,18.501
XH,9952,ROA,ATL,3/17/2024,717,2.432,7.684
XH,9878,DTW,GSP,3/5/2024,CR9,2.408,7.61
XH,9926,SDF,ATL,3/25/2024,73J,2.84,8.975
XH,885,LAX,DTW,3/4/2024,32Q,9.845,31.111
XH,7792,SMR,BOG,3/10/2024,32A,3.114,9.84
XH,7797,AMS,LPA,3/14/2024,73H,10.817,34.18
XH,2887,ATL,ECP,3/24/2024,73J,2.269,7.17
XH,9986,LAX,MSP,3/4/2024,75W,10.518,33.237
XH,9977,TLH,ATL,3/1/2024,717,1.744,5.51
XH,8295,NKC,CKY,3/11/2024,332,9.426,29.787
XH,2287,MKE,MSP,3/31/2024,319,2.41,7.617
XH,7069,SEA,PDX,3/7/2024,E7W,1.022,3.231
XH,9979,AMS,WAW,3/30/2024,73J,4.045,12.785
XH,9785,AMS,VLC,3/10/2024,E90,4.284,13.538
XH,2902,CVG,ATL,3/7/2024,73J,3.28,10.363
XH,979,SLC,BOS,3/3/2024,221,6.477,20.469
XH,6999,LIM,AQP,3/3/2024,319,2.779,8.783
XH,6009,LIM,MIA,3/20/2024,76W,28.555,90.233
XH,9988,DRS,AMS,3/4/2024,E90,2.313,7.309
XH,7872,ICN,DPS,3/24/2024,333,40.586,128.253
XH,8975,MIA,CDG,3/31/2024,77W,66.679,210.704
XH,879,MSP,SEA,3/9/2024,32Q,7.276,22.99
XH,5090,MKE,JFK,3/24/2024,CR9,2.82,8.912
XH,6798,OGG,HNL,3/21/2024,717,1.564,4.942
XH,6969,YYC,PHX,3/6/2024,7M8,5.974,18.878
XH,8752,ZRH,CDG,3/6/2024,320,2.531,7.997
XH,9559,AMS,BSL,3/4/2024,E7W,1.779,5.623
XH,9929,SFO,GDL,3/2/2024,7S8,8.418,26.601
XH,9729,PIT,MSP,3/30/2024,E7W,3.138,9.919
XH,6080,LAX,GRU,3/8/2024,789,61.521,194.406
XH,269,CDG,JFK,3/9/2024,333,47.541,150.228
XH,755,DCA,ATL,3/10/2024,320,3.827,12.092
XH,2607,MSP,MCO,3/18/2024,32B,8.843,27.943
XH,9706,SOU,AMS,3/19/2024,E7W,1.617,5.109
XH,9279,BLR,AMS,3/31/2024,77W,80.609,254.723
XH,8799,CDG,SSG,3/11/2024,332,40.571,128.206
XH,9879,JFK,NAS,3/18/2024,73J,7.725,24.41
XH,9799,LEX,DTW,3/7/2024,CR9,1.586,5.012
XH,6029,BOG,CTG,3/6/2024,320,2.925,9.241
XH,990,HNL,JFK,3/21/2024,764,43.801,138.411
XH,5077,JFK,SAV,3/6/2024,CR9,3.274,10.345
XH,9968,AMS,CWL,3/20/2024,E90,2.09,6.603
XH,5777,ATL,LEX,3/27/2024,CR9,1.548,4.891
XH,726,BNA,LAX,3/26/2024,73H,10.834,34.235
XH,9859,MSP,MBJ,3/21/2024,73J,10.244,32.371
XH,8777,CDG,JFK,3/15/2024,359,38.683,122.238
XH,8757,CDG,NCE,3/9/2024,E70,1.97,6.224
XH,5722,YYZ,LGA,3/14/2024,CR9,1.872,5.917
XH,7090,MBS,DTW,3/28/2024,CR9,0.89,2.812
XH,79,AMS,ATL,3/19/2024,333,55.347,174.897
XH,2929,JAX,ATL,3/8/2024,752,3.598,11.371
XH,5807,CLT,JFK,3/19/2024,E75,2.07,6.541
XH,2270,MSP,SLC,3/1/2024,73J,6.65,21.015
XH,5909,YYZ,JFK,3/11/2024,CR9,2.12,6.699
XH,9975,AMS,VIE,3/28/2024,73H,3.416,10.794
XH,7562,NBO,BJM,3/17/2024,E90,2.855,9.021
XH,5772,GSP,ATL,3/28/2024,CR9,1.101,3.478
XH,9979,PDX,MSP,3/14/2024,73J,8.113,25.635
XH,8725,CPH,CDG,3/11/2024,223,2.56,8.089
XH,2787,ATL,OKC,3/1/2024,717,4.193,13.25
XH,5699,MCI,BOS,3/27/2024,E75,3.782,11.95
XH,9557,SLC,MCO,3/6/2024,32B,11.215,35.439
XH,2898,ATL,MEM,3/10/2024,73J,2.74,8.659
XH,8725,NTE,CDG,3/4/2024,320,2.228,7.042
XH,5299,DTW,ROC,3/19/2024,CR9,1.571,4.965
XH,9827,ATL,SHV,3/8/2024,CR9,3.223,10.186
XH,9729,LAX,SFO,3/15/2024,320,2.814,8.895
XH,9995,MSP,MBJ,3/30/2024,73J,10.994,34.741
XH,9927,ZAG,AMS,3/4/2024,E90,3.326,10.512
XH,9955,ATL,BNA,3/19/2024,73J,2.003,6.331
XH,6082,UIO,MIA,3/31/2024,320,9.759,30.838
XH,2909,LAX,SAT,3/15/2024,319,6.03,19.052
XH,7927,GTR,ATL,3/18/2024,CR9,1.422,4.495
XH,9978,AMS,JFK,3/15/2024,77W,60.858,192.311
XH,8289,CDG,DUS,3/10/2024,E90,1.877,5.93
XH,7259,YVR,YYC,3/31/2024,73W,2.798,8.841
